0.000000,0.000000,0.000000,-0.002888,-0.079263,-0.008756,-0.065540,-0.080669,-0.013564,-0.098594,-0.171528,-0.021528,-0.128717,-0.270856,-0.086733,0.059672,-0.085194,-0.004146,0.085239,-0.178655,-0.008925,0.116350,-0.279357,-0.071506,-0.006331,-0.181254,-0.015352,-0.007795,-0.249881,-0.027983,-0.048849,-0.276821,-0.029351,-0.058142,-0.428530,-0.069505,-0.064819,-0.575945,-0.050409,0.032814,-0.277186,-0.028209,0.037204,-0.428288,-0.071374,0.046151,-0.576102,-0.056847,-0.123696,-0.254301,-0.075865,0.111164,-0.262573,-0.061076,-0.001814,-0.047462,-0.006700
0.000000,0.000000,0.000000,-0.002857,-0.079244,-0.008685,-0.065529,-0.080649,-0.013677,-0.098567,-0.171516,-0.021474,-0.128655,-0.270729,-0.086553,0.059667,-0.085180,-0.004085,0.085090,-0.178668,-0.008853,0.116410,-0.279431,-0.070899,-0.006187,-0.181309,-0.015306,-0.007671,-0.249869,-0.027957,-0.048715,-0.276910,-0.029274,-0.058246,-0.428750,-0.069551,-0.065262,-0.576114,-0.050351,0.032825,-0.277456,-0.028192,0.037204,-0.428710,-0.071453,0.046156,-0.576478,-0.056674,-0.123640,-0.254194,-0.075706,0.111190,-0.262638,-0.060558,-0.001820,-0.047447,-0.006622
0.000000,0.000000,0.000000,-0.002823,-0.079218,-0.008654,-0.065514,-0.080622,-0.013797,-0.098524,-0.171492,-0.021455,-0.128594,-0.270553,-0.086422,0.059658,-0.085157,-0.004066,0.084962,-0.178658,-0.008849,0.116292,-0.279455,-0.070465,-0.006027,-0.181350,-0.015301,-0.007563,-0.251357,-0.028252,-0.048565,-0.276955,-0.029238,-0.058228,-0.428866,-0.069694,-0.065212,-0.576154,-0.050157,0.032857,-0.277680,-0.028202,0.037173,-0.429034,-0.071565,0.046163,-0.576743,-0.056542,-0.123582,-0.254043,-0.075594,0.111070,-0.262656,-0.060196,-0.001825,-0.047426,-0.006586
0.000000,0.000000,0.000000,-0.002778,-0.079188,-0.008626,-0.065491,-0.080590,-0.013944,-0.098472,-0.171464,-0.021412,-0.128499,-0.270287,-0.086419,0.059645,-0.085130,-0.004052,0.084963,-0.178605,-0.008841,0.116313,-0.279245,-0.070342,-0.005825,-0.181385,-0.015287,-0.007435,-0.252537,-0.028496,-0.048376,-0.277032,-0.029204,-0.058151,-0.428943,-0.069951,-0.065195,-0.576112,-0.049854,0.032862,-0.277955,-0.028245,0.037138,-0.429372,-0.071685,0.046209,-0.577006,-0.056378,-0.123495,-0.253816,-0.075584,0.111088,-0.262472,-0.060092,-0.001830,-0.047404,-0.006554
0.000000,0.000000,0.000000,-0.002732,-0.079163,-0.008598,-0.065468,-0.080561,-0.014093,-0.098380,-0.171482,-0.021386,-0.128440,-0.270268,-0.086515,0.059636,-0.085105,-0.004059,0.084930,-0.178594,-0.008868,0.116193,-0.279511,-0.070044,-0.005628,-0.181433,-0.015219,-0.007305,-0.253490,-0.028679,-0.048174,-0.277159,-0.029176,-0.058088,-0.429051,-0.070201,-0.065383,-0.576111,-0.049658,0.032854,-0.278268,-0.028296,0.037088,-0.429725,-0.071832,0.046238,-0.577288,-0.056233,-0.123430,-0.253804,-0.075660,0.110982,-0.262691,-0.059848,-0.001831,-0.047384,-0.006541
0.000000,0.000000,0.000000,-0.002686,-0.079134,-0.008571,-0.065468,-0.080543,-0.013935,-0.098279,-0.171515,-0.021362,-0.128404,-0.270394,-0.086706,0.059624,-0.085077,-0.004069,0.084901,-0.178593,-0.008899,0.116092,-0.279836,-0.069985,-0.005436,-0.181469,-0.015144,-0.007171,-0.254241,-0.028814,-0.047960,-0.277300,-0.029147,-0.058038,-0.429115,-0.070542,-0.065413,-0.576032,-0.049337,0.032820,-0.278615,-0.028345,0.037009,-0.430074,-0.071997,0.046273,-0.577549,-0.056063,-0.123383,-0.253915,-0.075815,0.110893,-0.262962,-0.059804,-0.001832,-0.047362,-0.006530
0.000000,0.000000,0.000000,-0.002642,-0.079103,-0.008541,-0.065454,-0.080517,-0.013884,-0.098165,-0.171564,-0.021330,-0.128389,-0.270528,-0.086771,0.059608,-0.085045,-0.004078,0.084853,-0.178608,-0.008932,0.116261,-0.279724,-0.070407,-0.005249,-0.181497,-0.015070,-0.007040,-0.254830,-0.028909,-0.047778,-0.277391,-0.029122,-0.057965,-0.429114,-0.070862,-0.065437,-0.575862,-0.048896,0.032774,-0.278963,-0.028388,0.036900,-0.430403,-0.072143,0.046304,-0.577781,-0.055873,-0.123351,-0.254034,-0.075864,0.111026,-0.262871,-0.060161,-0.001833,-0.047340,-0.006516
0.000000,0.000000,0.000000,-0.002599,-0.079084,-0.008521,-0.065454,-0.080506,-0.013791,-0.098057,-0.171651,-0.021310,-0.128380,-0.270684,-0.086855,0.059600,-0.085026,-0.004098,0.084821,-0.178659,-0.008972,0.116276,-0.279594,-0.070989,-0.005067,-0.181547,-0.014998,-0.006912,-0.255332,-0.028994,-0.047616,-0.277514,-0.029111,-0.057840,-0.429189,-0.071089,-0.065442,-0.575857,-0.048834,0.032746,-0.279327,-0.028462,0.036775,-0.430766,-0.072301,0.046352,-0.578063,-0.055672,-0.123326,-0.254179,-0.075931,0.111034,-0.262771,-0.060653,-0.001834,-0.047325,-0.006514
0.000000,0.000000,0.000000,-0.002557,-0.079066,-0.008514,-0.065457,-0.080497,-0.013668,-0.097926,-0.171790,-0.021291,-0.128303,-0.270737,-0.086782,0.059592,-0.085009,-0.004129,0.084796,-0.178749,-0.009049,0.116499,-0.278901,-0.072032,-0.004886,-0.181605,-0.014964,-0.006778,-0.255752,-0.029065,-0.047496,-0.277535,-0.029101,-0.057797,-0.429038,-0.071723,-0.065179,-0.575550,-0.048564,0.032870,-0.279422,-0.028521,0.036613,-0.430874,-0.072389,0.046395,-0.578104,-0.055530,-0.123240,-0.254246,-0.075867,0.111215,-0.262209,-0.061535,-0.001836,-0.047312,-0.006517
0.000000,0.000000,0.000000,-0.002538,-0.079057,-0.008514,-0.065456,-0.080493,-0.013676,-0.097791,-0.171976,-0.021279,-0.128273,-0.270921,-0.086800,0.059592,-0.085001,-0.004164,0.084770,-0.178884,-0.009128,0.116397,-0.278563,-0.072971,-0.004808,-0.181673,-0.014929,-0.006658,-0.256117,-0.029123,-0.047453,-0.277428,-0.029094,-0.057738,-0.428829,-0.072164,-0.064577,-0.575271,-0.048466,0.033074,-0.279349,-0.028582,0.036394,-0.430835,-0.072447,0.046422,-0.578018,-0.055408,-0.123192,-0.254430,-0.075880,0.111125,-0.261950,-0.062331,-0.001836,-0.047304,-0.006529
